cntyname,State,PUMA10,PUMA00,Pop14
Monmouth NJ,NJ,1102,1105,17.969
Monmouth NJ,NJ,1102,1201,31.944
Monmouth NJ,NJ,1102,2301,1.997
Monmouth NJ,NJ,1103,1101,18343.905
Monmouth NJ,NJ,1103,1103,87779.419
Monmouth NJ,NJ,1104,1103,13086.104
Monmouth NJ,NJ,1104,1104,88275.551
Monmouth NJ,NJ,1105,1104,36942.365
Monmouth NJ,NJ,1105,1105,70878.989
Monmouth NJ,NJ,1106,1101,107.811
Monmouth NJ,NJ,1106,1102,52204.662
Monmouth NJ,NJ,1106,1103,10124.286
Monmouth NJ,NJ,1106,1105,40120.804
Morris NJ,NJ,1501,1501,132035.67
Morris NJ,NJ,1501,1600,41.621
Morris NJ,NJ,1502,1501,18.272
Morris NJ,NJ,1502,1502,131439.786
Morris NJ,NJ,1503,1503,114923.526
Morris NJ,NJ,1503,1504,4.061
Morris NJ,NJ,1504,1503,58.878
Morris NJ,NJ,1504,1504,121205.186
Ocean NJ,NJ,1201,1201,117910.598
Ocean NJ,NJ,1202,1201,2.034
Ocean NJ,NJ,1202,1202,109995.183
Ocean NJ,NJ,1203,1202,26845.703
Ocean NJ,NJ,1203,1203,114053.562
Ocean NJ,NJ,1204,1201,110841.23
Ocean NJ,NJ,1205,1202,25224.792
Ocean NJ,NJ,1205,1203,81427.898
Passaic NJ,NJ,400,400,148424.54
Passaic NJ,NJ,501,501,139652.001
Passaic NJ,NJ,502,501,16608.028
Passaic NJ,NJ,502,502,94271.547
Passaic NJ,NJ,503,502,109899.885
Salem NJ,NJ,2500,2202,64715
Somerset NJ,NJ,1001,1001,73487.118
Somerset NJ,NJ,1001,1002,37144.047
Somerset NJ,NJ,1002,1002,104814.587
Somerset NJ,NJ,1002,2302,361.93
Somerset NJ,NJ,1003,1001,81906.093
Somerset NJ,NJ,1003,1002,34841.887
Somerset NJ,NJ,1003,1903,12.339
Sussex NJ,NJ,1600,1600,144909
Union NJ,NJ,1800,1800,128798.439
Union NJ,NJ,1901,1901,108423.656
Union NJ,NJ,1902,1901,18.552
Union NJ,NJ,1902,1902,50644.772
Union NJ,NJ,1902,1903,54274.697
Union NJ,NJ,1903,1902,26726.637
Union NJ,NJ,1903,1903,77077.676
Union NJ,NJ,1904,1901,57346.014
Union NJ,NJ,1904,1902,49628.558
Warren NJ,NJ,1700,1700,106917
Bernalillo NM,NM,700,601,13895.124
Bernalillo NM,NM,700,602,8133.358
Bernalillo NM,NM,700,603,316.076
Bernalillo NM,NM,700,605,2537.787
Bernalillo NM,NM,801,601,90214.308
Bernalillo NM,NM,801,603,12740.936
Bernalillo NM,NM,802,601,55140.029
Bernalillo NM,NM,802,602,27016.371
Bernalillo NM,NM,802,604,21299.468
Bernalillo NM,NM,803,602,73089.087
Bernalillo NM,NM,803,604,15936.366
Bernalillo NM,NM,803,605,17022.241
Bernalillo NM,NM,804,603,23818.902
Bernalillo NM,NM,804,604,67664.809
Bernalillo NM,NM,804,605,13807.438
Bernalillo NM,NM,805,500,110.117
Bernalillo NM,NM,805,603,119496.232
Bernalillo NM,NM,806,605,113312.351
Catron NM,NM,900,800,3556
Chaves NM,NM,1100,1000,65878
Cibola NM,NM,100,700,27349
Colfax NM,NM,400,300,12680
Curry NM,NM,400,300,50969
DeBaca NM,NM,400,300,1825
Dona Ana NM,NM,1001,900,103121.216
Dona Ana NM,NM,1002,900,110554.784
Eddy NM,NM,1200,1100,56395
Grant NM,NM,900,800,29096
Guadalupe NM,NM,400,200,4468
Harding NM,NM,400,300,683
Hidalgo NM,NM,900,800,4560
Lea NM,NM,1200,1100,69999
Lincoln NM,NM,1100,300,19706
Los Alamos NM,NM,300,400,17682
Luna NM,NM,900,800,24673
McKinley NM,NM,100,700,74098
Mora NM,NM,300,200,4592
Otero NM,NM,1100,1000,65082
Quay NM,NM,400,300,8501
Rio Arriba NM,NM,300,200,39777
Roosevelt NM,NM,400,300,19536
San Juan NM,NM,100,100,27702.277
San Juan NM,NM,200,100,96082.723
San Miguel NM,NM,300,200,28239
Sandoval NM,NM,600,500,136838.171
Sandoval NM,NM,600,603,769.829
Santa Fe NM,NM,500,400,148164
Sierra NM,NM,900,800,11325
Socorro NM,NM,900,800,17310
Taos NM,NM,300,200,33084
Torrance NM,NM,900,800,15611
Union NM,NM,400,300,4297
Valencia NM,NM,700,500,75817
Carson City NV,NV,200,400,54522
Churchill NV,NV,300,300,23989
Clark NV,NV,401,506,128676.954
Clark NV,NV,402,501,1519.961
Clark NV,NV,402,505,37950.235
Clark NV,NV,402,506,91861.651
Clark NV,NV,403,505,190320.761
Clark NV,NV,404,501,25474.462
Clark NV,NV,404,502,125649.76
Clark NV,NV,404,505,2033.332
Clark NV,NV,405,509,140189.624
Clark NV,NV,406,508,145406.071
Clark NV,NV,407,501,7747.24
Clark NV,NV,407,507,134905.294
Clark NV,NV,407,510,11697.23
Clark NV,NV,408,510,203487.039
Clark NV,NV,409,501,1.061
Clark NV,NV,409,504,141684.129
Clark NV,NV,409,510,18504.704
Clark NV,NV,410,502,1882.715
Clark NV,NV,410,503,151159.225
Clark NV,NV,410,511,3302.972
Clark NV,NV,411,501,76.369
Clark NV,NV,411,511,211088.966
Clark NV,NV,412,501,83267.985
Clark NV,NV,412,502,7.425
Clark NV,NV,412,511,63330.296
Clark NV,NV,413,501,145438.952
Clark NV,NV,413,511,3016.587
Douglas NV,NV,200,400,47536
Elko NV,NV,300,300,52766
Esmeralda NV,NV,300,300,822
Eureka NV,NV,300,300,2018
Humboldt NV,NV,300,300,17279
Lander NV,NV,300,300,6009
Lincoln NV,NV,300,300,5184
Lyon NV,NV,200,400,51789
Mineral NV,NV,300,300,4500
Nye NV,NV,300,300,42252.174
Nye NV,NV,300,501,29.826
Pershing NV,NV,300,300,6698
Storey NV,NV,200,400,3912
Washoe NV,NV,101,100,8416.065
Washoe NV,NV,101,200,176758.246
Washoe NV,NV,102,100,70980.457
Washoe NV,NV,102,200,41347.221
Washoe NV,NV,103,100,141317.622
Washoe NV,NV,103,200,1258.389
White Pine NV,NV,300,300,10034
Albany NY,NY,2001,2401,107766.245
Albany NY,NY,2001,2402,22.287
Albany NY,NY,2002,2402,200382.468
Allegany NY,NY,2500,2900,47736
Bronx NY,NY,3701,3701,112262.141
Bronx NY,NY,3702,3702,143659.324
Bronx NY,NY,3703,3703,119419.149
Bronx NY,NY,3704,3704,128504.283
Bronx NY,NY,3705,3705,167535.055
Bronx NY,NY,3705,3708,17.651
Bronx NY,NY,3706,3702,53.992
Bronx NY,NY,3706,3706,132230.745
Bronx NY,NY,3707,3707,139399.175
Bronx NY,NY,3708,3708,144628.059
Bronx NY,NY,3709,3703,217.005
Bronx NY,NY,3709,3709,188134.947
Bronx NY,NY,3710,3707,63.336
Bronx NY,NY,3710,3710,162034.137
Broome NY,NY,2201,2602,125412.043
Broome NY,NY,2202,2601,58238.615
Broome NY,NY,2202,2602,10.822
Broome NY,NY,2203,2601,13687.521
Cattaraugus NY,NY,2500,2900,78600
Cayuga NY,NY,704,804,78823
Chautauqua NY,NY,2600,3000,132053
Chemung NY,NY,2401,2700,78432.766
Chemung NY,NY,2402,2700,9337.234
Chenango NY,NY,2203,1800,49426
Clinton NY,NY,200,200,81632
Columbia NY,NY,2100,2500,62122
Cortland NY,NY,1500,1800,49024
Delaware NY,NY,2203,1900,46581
Dutchess NY,NY,2801,3201,127295.845
Dutchess NY,NY,2802,3202,169283.155
Erie NY,NY,1201,1601,109521.388
Erie NY,NY,1202,1602,122871.287
Erie NY,NY,1203,1603,108861.675
Erie NY,NY,1204,1604,151701.848
Erie NY,NY,1205,1401,144908.913
Erie NY,NY,1205,1402,1290.306
Erie NY,NY,1206,1401,12059.593
Erie NY,NY,1206,1402,104130.218
Erie NY,NY,1207,1603,9.037
Erie NY,NY,1207,1605,167480.736
Essex NY,NY,200,200,38679
Franklin NY,NY,200,200,51262
Fulton NY,NY,1600,2000,54105
Genesee NY,NY,1000,1300,59162
Greene NY,NY,2100,2500,47967
Hamilton NY,NY,200,200,4715
Herkimer NY,NY,401,401,57497.94
Herkimer NY,NY,403,401,6246.06
Jefferson NY,NY,500,500,119103
Kings NY,NY,4001,4001,154476.123
Kings NY,NY,4002,4002,135295.489
Kings NY,NY,4003,4003,140491.552
Kings NY,NY,4004,4004,124122.487
Kings NY,NY,4005,4005,110957.52
Kings NY,NY,4006,4006,128769.007
Kings NY,NY,4007,4007,125168.189
Kings NY,NY,4008,4008,161765.685
Kings NY,NY,4009,4009,202779.417
Kings NY,NY,4010,4010,141989.451
Kings NY,NY,4011,4011,112137.207
Kings NY,NY,4012,4012,154263.633
Kings NY,NY,4013,4013,127483.599
Kings NY,NY,4014,4014,171192.71
Kings NY,NY,4015,4015,166055.264
Kings NY,NY,4016,4016,154658.257
Kings NY,NY,4017,4017,190126.311
Kings NY,NY,4017,4018,1.047
Kings NY,NY,4018,4018,120060.053
Lewis NY,NY,500,500,27220
Livingston NY,NY,1300,1200,64586
Madison NY,NY,1500,801,72369
Monroe NY,NY,901,902,123.911
Monroe NY,NY,901,1001,123529.195
Monroe NY,NY,901,1003,7936.349
Monroe NY,NY,902,902,108935.904
Monroe NY,NY,902,1001,63.467
Monroe NY,NY,902,1004,7.052
Monroe NY,NY,903,901,103060.709
Monroe NY,NY,904,1002,125417.075
Monroe NY,NY,905,901,10.074
Monroe NY,NY,905,1005,105208.5
Monroe NY,NY,906,1004,175564.764
Montgomery NY,NY,1600,2000,49779
Nassau NY,NY,3201,4201,113676.684
Nassau NY,NY,3202,4201,3.043
Nassau NY,NY,3202,4202,113219.255
Nassau NY,NY,3203,4202,5609.844
Nassau NY,NY,3203,4203,97230.539
Nassau NY,NY,3204,4201,107.511
Nassau NY,NY,3204,4204,115777.206
Nassau NY,NY,3205,4204,4.057
Nassau NY,NY,3205,4205,115156.482
Nassau NY,NY,3206,4206,146028.375
Nassau NY,NY,3207,4203,27.385
Nassau NY,NY,3207,4207,115594.64
Nassau NY,NY,3207,4208,69.984
Nassau NY,NY,3208,4203,8942.686
Nassau NY,NY,3208,4208,99723.578
Nassau NY,NY,3209,4209,106185.396
Nassau NY,NY,3210,4210,105478.461
Nassau NY,NY,3211,4206,29.413
Nassau NY,NY,3211,4211,109347.843
Nassau NY,NY,3211,4212,15.214
Nassau NY,NY,3212,4211,80.126
Nassau NY,NY,3212,4212,106319.278
New York NY,NY,3801,3801,204790.284
New York NY,NY,3802,3801,2.064
New York NY,NY,3802,3802,131416.462
New York NY,NY,3802,3806,28.89
New York NY,NY,3803,3803,122435.871
New York NY,NY,3804,3804,121305.043
New York NY,NY,3805,3805,226908.497
New York NY,NY,3806,3806,200053.393
New York NY,NY,3807,3807,149256.926
New York NY,NY,3807,3810,4.127
New York NY,NY,3808,3808,155808.713
New York NY,NY,3809,3809,170175.182
New York NY,NY,3809,3810,3.095
New York NY,NY,3810,3810,154079.454
Niagara NY,NY,1101,1502,106783.708
Niagara NY,NY,1102,1501,106741.292
Oneida NY,NY,401,401,57159.372
Oneida NY,NY,401,402,9.915
Oneida NY,NY,402,401,16473.027
Oneida NY,NY,402,402,146691.736
Oneida NY,NY,403,401,12536.95
Onondaga NY,NY,701,700,145531.677
Onondaga NY,NY,702,801,15464.645
Onondaga NY,NY,702,802,60710.713
Onondaga NY,NY,702,803,40334.795
Onondaga NY,NY,702,804,7999.992
Onondaga NY,NY,703,700,2.005
Onondaga NY,NY,703,801,3533.831
Onondaga NY,NY,703,802,66128.251
Onondaga NY,NY,703,803,88560.308
Onondaga NY,NY,703,804,4628.567
Onondaga NY,NY,704,801,16775.922
Onondaga NY,NY,704,803,9989.964
Onondaga NY,NY,704,804,8535.329
Ontario NY,NY,1400,1100,109707
Orange NY,NY,2901,3301,120263.752
Orange NY,NY,2901,3303,5.044
Orange NY,NY,2902,3302,125234.179
Orange NY,NY,2903,3303,130596.025
Orleans NY,NY,1000,1300,41984
Oswego NY,NY,600,600,120913
Otsego NY,NY,403,1900,61128
Putnam NY,NY,3101,3506,99487
Queens NY,NY,4101,4101,181268.161
Queens NY,NY,4102,4102,190459.891
Queens NY,NY,4102,4107,346.563
Queens NY,NY,4103,4103,258442.477
Queens NY,NY,4104,4104,121611.418
Queens NY,NY,4105,4105,196373.321
Queens NY,NY,4106,4106,159968.575
Queens NY,NY,4106,4111,321.586
Queens NY,NY,4107,4107,151880.019
Queens NY,NY,4107,4110,213.35
Queens NY,NY,4108,4108,116549.306
Queens NY,NY,4109,4107,13.529
Queens NY,NY,4109,4109,139345.463
Queens NY,NY,4109,4110,13.529
Queens NY,NY,4110,4108,90.544
Queens NY,NY,4110,4110,177178.091
Queens NY,NY,4111,4111,148873.349
Queens NY,NY,4112,4111,134.254
Queens NY,NY,4112,4112,230407.283
Queens NY,NY,4113,4113,128428.202
Queens NY,NY,4114,4114,119661.09
Rensselaer NY,NY,1900,2300,159774
Richmond NY,NY,3901,3901,161502.306
Richmond NY,NY,3901,3902,8.078
Richmond NY,NY,3902,3901,261.514
Richmond NY,NY,3902,3902,134045.4
Richmond NY,NY,3903,3902,122.174
Richmond NY,NY,3903,3903,177339.528
Rockland NY,NY,3001,3601,53633.906
Rockland NY,NY,3001,3602,53734.696
Rockland NY,NY,3002,3601,84803.023
Rockland NY,NY,3002,3602,22740.144
Rockland NY,NY,3003,3602,108954.23
Saratoga NY,NY,1801,2202,108183.962
Saratoga NY,NY,1802,2201,116737.038
Schenectady NY,NY,1700,2100,155735
Schoharie NY,NY,403,1900,31566
Schuyler NY,NY,2402,2700,18479
Seneca NY,NY,800,1700,34884
St. Lawrence NY,NY,100,100,111400
Steuben NY,NY,2401,2800,25336.53
Steuben NY,NY,2402,2800,73057.47
Suffolk NY,NY,3301,4301,102828.031
Suffolk NY,NY,3302,4301,101743.088
Suffolk NY,NY,3302,4312,2.013
Suffolk NY,NY,3303,4302,118559.704
Suffolk NY,NY,3304,4303,120402.496
Suffolk NY,NY,3305,4304,137655.907
Suffolk NY,NY,3306,4305,131246.893
Suffolk NY,NY,3307,4305,487.117
Suffolk NY,NY,3307,4306,121725.966
Suffolk NY,NY,3307,4308,4803.741
Suffolk NY,NY,3308,4307,110830.24
Suffolk NY,NY,3309,4308,102063.136
Suffolk NY,NY,3310,4309,129573.183
Suffolk NY,NY,3311,4310,106067.763
Suffolk NY,NY,3312,4310,263.687
Suffolk NY,NY,3312,4311,100912.775
Suffolk NY,NY,3312,4312,38.245
Suffolk NY,NY,3313,4312,113764.014
Sullivan NY,NY,2701,3101,75943
Tioga NY,NY,2202,2601,49870
Tompkins NY,NY,2300,1700,104691
Ulster NY,NY,2701,3101,28440.212
Ulster NY,NY,2701,3102,5817.968
Ulster NY,NY,2702,3102,146186.821
Warren NY,NY,300,300,64973
Washington NY,NY,300,300,62372
Wayne NY,NY,800,1003,92051
Westchester NY,NY,3101,3506,2657.26
Westchester NY,NY,3102,3502,150205.385
Westchester NY,NY,3103,3501,133104.846
Westchester NY,NY,3103,3506,4382.993
Westchester NY,NY,3104,3504,121207.126
Westchester NY,NY,3105,3503,166444.082
Westchester NY,NY,3106,3400,200819.372
Westchester NY,NY,3106,3503,13.322
Westchester NY,NY,3107,3505,193799.615
Wyoming NY,NY,1300,1200,41188
Yates NY,NY,1400,2800,25208
Adams OH,OH,5200,4700,28129
Allen OH,OH,2500,1700,105040
Ashland OH,OH,2100,1400,53035
Ashtabula OH,OH,1300,800,99175
Athens OH,OH,5000,3600,64713
Auglaize OH,OH,2600,1700,45841
Belmont OH,OH,3500,2400,69461
Brown OH,OH,5700,4602,44116
Butler OH,OH,5401,4301,51239.512
Butler OH,OH,5401,4302,61750.858
Butler OH,OH,5402,4302,134302.73
Butler OH,OH,5403,4301,106830.123
Butler OH,OH,5403,4302,20034.777
Carroll OH,OH,3300,2203,28187
Champaign OH,OH,2700,1800,39128
Clark OH,OH,4300,3001,3768.899
Clark OH,OH,4300,3002,132785.101
Clermont OH,OH,5600,4601,117831.557
Clermont OH,OH,5600,4602,13267.259
Clermont OH,OH,5700,4602,70461.184
Clinton OH,OH,5200,3800,41835
Columbiana OH,OH,3400,2300,105686
Coshocton OH,OH,2900,2600,36516
Crawford OH,OH,2300,1900,42480
Cuyahoga OH,OH,901,601,101989.104
Cuyahoga OH,OH,901,602,2.952
Cuyahoga OH,OH,902,601,21117.823
Cuyahoga OH,OH,902,602,120029.499
Cuyahoga OH,OH,903,605,113553.813
Cuyahoga OH,OH,904,604,111688.855
Cuyahoga OH,OH,904,605,11616.869
Cuyahoga OH,OH,905,603,87222.965
Cuyahoga OH,OH,905,604,176.162
Cuyahoga OH,OH,905,606,12838.195
Cuyahoga OH,OH,906,603,7247.257
Cuyahoga OH,OH,906,606,81532.628
Cuyahoga OH,OH,906,607,12118.784
Cuyahoga OH,OH,906,608,21884.473
Cuyahoga OH,OH,907,605,4246.594
Cuyahoga OH,OH,907,609,97948.197
Cuyahoga OH,OH,907,612,908.368
Cuyahoga OH,OH,908,607,92601.327
Cuyahoga OH,OH,908,608,76256.617
Cuyahoga OH,OH,909,610,62949.967
Cuyahoga OH,OH,909,611,83410.38
Cuyahoga OH,OH,910,610,28019.644
Cuyahoga OH,OH,910,611,10378.812
Cuyahoga OH,OH,910,612,100088.716
Darke OH,OH,4500,2900,52196
Defiance OH,OH,100,100,38510
Delaware OH,OH,4000,2700,189113
Erie OH,OH,700,400,75828
Fairfield OH,OH,3900,3300,150381
Fayette OH,OH,4800,3800,28800
Franklin OH,OH,4101,3108,107215.846
Franklin OH,OH,4102,3102,9948.189
Franklin OH,OH,4102,3104,46034.323
Franklin OH,OH,4102,3108,50185.488
Franklin OH,OH,4103,3102,107560.895
Franklin OH,OH,4104,3102,38088.684
Franklin OH,OH,4104,3104,54791.778
Franklin OH,OH,4104,3105,13434.66
Franklin OH,OH,4104,3106,2.117
Franklin OH,OH,4105,3104,8667.488
Franklin OH,OH,4105,3105,30157.864
Franklin OH,OH,4105,3106,76293.796
Franklin OH,OH,4106,3104,44071.993
Franklin OH,OH,4106,3106,40170.617
Franklin OH,OH,4106,3107,43916.403
Franklin OH,OH,4106,3108,5578.988
Franklin OH,OH,4107,3103,8373.245
Franklin OH,OH,4107,3105,66147.68
Franklin OH,OH,4107,3107,33777.696
Franklin OH,OH,4108,3107,36906.417
Franklin OH,OH,4108,3109,81337.218
Franklin OH,OH,4109,3101,23497.16
Franklin OH,OH,4109,3103,25982.355
Franklin OH,OH,4109,3109,58182.99
Franklin OH,OH,4110,3103,79030.897
Franklin OH,OH,4110,3105,34452.975
Franklin OH,OH,4111,3101,103166.291
Franklin OH,OH,4111,3102,4418.948
Fulton OH,OH,200,201,42580
Gallia OH,OH,5000,4800,30397
Geauga OH,OH,1200,703,94295
Greene OH,OH,4700,3900,163820
Guernsey OH,OH,2900,2500,39590
Hamilton OH,OH,5501,4401,111680.394
Hamilton OH,OH,5501,4501,208.098
Hamilton OH,OH,5502,4402,145983.428
Hamilton OH,OH,5502,4501,2150.348
Hamilton OH,OH,5503,4401,901.759
Hamilton OH,OH,5503,4402,2035.744
Hamilton OH,OH,5503,4501,106479.949
Hamilton OH,OH,5504,4402,68.361
Hamilton OH,OH,5504,4403,7614.184
Hamilton OH,OH,5504,4502,23167.265
Hamilton OH,OH,5504,4503,90983.164
Hamilton OH,OH,5505,4403,23228.589
Hamilton OH,OH,5505,4404,6701.367
Hamilton OH,OH,5505,4502,72828.352
Hamilton OH,OH,5505,4503,2129.237
Hamilton OH,OH,5506,4403,105502.792
Hamilton OH,OH,5506,4502,45.239
Hamilton OH,OH,5507,4404,104395.95
Hamilton OH,OH,5507,4502,526.78
Hancock OH,OH,2400,1500,75337
Hardin OH,OH,2700,1800,31796
Harrison OH,OH,3000,2500,15543
Henry OH,OH,100,100,27937
Highland OH,OH,5200,3800,43045
Hocking OH,OH,4900,3600,28725
Holmes OH,OH,2900,2600,43898
Huron OH,OH,2100,1400,58714
Jackson OH,OH,4900,4800,32748
Jefferson OH,OH,3500,2400,67694
Knox OH,OH,2800,2600,61167
Lake OH,OH,1000,701,100062.984
Lake OH,OH,1100,702,107777.69
Lake OH,OH,1100,703,10.961
Lake OH,OH,1200,703,21378.365
Lawrence OH,OH,5100,4800,61623
Licking OH,OH,3800,3200,169390
Logan OH,OH,2700,1800,45507
Lorain OH,OH,801,501,134962.814
Lorain OH,OH,802,502,169253.186
Lucas OH,OH,200,201,3311.332
Lucas OH,OH,300,201,121630.622
Lucas OH,OH,300,301,746.799
Lucas OH,OH,300,302,4321.185
Lucas OH,OH,400,201,975.37
Lucas OH,OH,400,202,3229.559
Lucas OH,OH,400,301,72186.254
Lucas OH,OH,400,302,55142.893
Lucas OH,OH,500,301,23967.503
Lucas OH,OH,500,302,34929.087
Lucas OH,OH,500,303,85698.578
Lucas OH,OH,600,202,23175.385
Lucas OH,OH,600,302,5971.432
Madison OH,OH,4200,2800,43918
Mahoning OH,OH,1400,901,40642.722
Mahoning OH,OH,1500,903,86399.229
Mahoning OH,OH,1500,904,106162.048
Marion OH,OH,2800,1900,65720
Medina OH,OH,1900,1300,176029
Meigs OH,OH,5000,3600,23331
Mercer OH,OH,2600,1600,40831
Miami OH,OH,4400,3001,103900
Monroe OH,OH,3600,3500,14465
Montgomery OH,OH,4601,4000,48.813
Montgomery OH,OH,4601,4102,92351.133
Montgomery OH,OH,4601,4103,15889.288
Montgomery OH,OH,4602,4000,5832.714
Montgomery OH,OH,4602,4101,106313.782
Montgomery OH,OH,4602,4102,16186.154
Montgomery OH,OH,4603,4000,135103.778
Montgomery OH,OH,4603,4101,12433.492
Montgomery OH,OH,4603,4102,8338.141
Montgomery OH,OH,4603,4103,16303.705
Montgomery OH,OH,4604,4000,7.97
Montgomery OH,OH,4604,4103,124307.031
Morgan OH,OH,3600,3500,14843
Morrow OH,OH,2800,1900,35152
Muskingum OH,OH,3700,3400,85818
Noble OH,OH,3600,3500,14363
Ottawa OH,OH,600,400,41154
Paulding OH,OH,100,1600,18989
Perry OH,OH,3700,3400,35812
Pickaway OH,OH,4200,2800,56876
Pike OH,OH,4900,3700,28256
Portage OH,OH,1700,1000,161882
Preble OH,OH,4500,2900,41586
Putnam OH,OH,2400,1600,34171
Richland OH,OH,2200,2000,121942
Ross OH,OH,4800,3700,77159
Sandusky OH,OH,700,400,60179
Scioto OH,OH,5100,4700,77258
Seneca OH,OH,2300,1500,55669
Shelby OH,OH,4500,2900,48951
Stark OH,OH,3100,2201,139252.592
Stark OH,OH,3200,2201,2.001
Stark OH,OH,3200,2202,137609.936
Stark OH,OH,3300,2201,2.001
Stark OH,OH,3300,2203,98869.47
Summit OH,OH,1801,1101,112651.674
Summit OH,OH,1801,1202,1293.387
Summit OH,OH,1802,1102,109087.609
Summit OH,OH,1802,1201,150.045
Summit OH,OH,1802,1202,5.001
Summit OH,OH,1803,1102,394.118
Summit OH,OH,1803,1103,3986.192
Summit OH,OH,1803,1201,101133.231
Summit OH,OH,1804,1102,12326.685
Summit OH,OH,1804,1103,13.004
Summit OH,OH,1804,1201,1396.417
Summit OH,OH,1804,1202,95103.429
Summit OH,OH,1805,1103,104280.172
Summit OH,OH,1805,1202,122.036
Trumbull OH,OH,1400,901,90188.925
Trumbull OH,OH,1400,1000,26.341
Trumbull OH,OH,1600,902,114959.734
Tuscarawas OH,OH,3000,2500,92788
Union OH,OH,4200,2800,53776
Van Wert OH,OH,2600,1600,28462
Vinton OH,OH,4900,3600,13234
Warren OH,OH,5301,4200,109209.471
Warren OH,OH,5302,4200,112449.529
Washington OH,OH,3600,3500,61213
Wayne OH,OH,2000,2100,115537
Williams OH,OH,100,100,37291
Wood OH,OH,200,202,69245.887
Wood OH,OH,300,202,24742.181
Wood OH,OH,600,202,35601.932
Wyandot OH,OH,2300,1500,22353
Adair OK,OK,200,800,22186
Alfalfa OK,OK,500,100,5790
Atoka OK,OK,702,500,13796
Beaver OK,OK,500,100,5486
Beckham OK,OK,400,300,23691
Blaine OK,OK,500,100,9917
Bryan OK,OK,702,500,44486
Caddo OK,OK,602,400,29317
Canadian OK,OK,800,1302,49899.966
Canadian OK,OK,800,1700,79682.034
Carter OK,OK,701,500,48821
Cherokee OK,OK,200,800,48341
Choctaw OK,OK,300,700,15161
Cimarron OK,OK,500,100,2294
Cleveland OK,OK,900,1302,67187.046
Cleveland OK,OK,900,1500,202720.954
Coal OK,OK,702,500,5807
Comanche OK,OK,601,400,107086.798
Comanche OK,OK,602,400,17946.202
Cotton OK,OK,602,400,6150
Craig OK,OK,100,900,14582
Creek OK,OK,1204,600,40015.748
Creek OK,OK,1501,600,20821.03
Creek OK,OK,1601,600,9795.222
Custer OK,OK,400,300,29500
Delaware OK,OK,100,900,41446
Dewey OK,OK,500,100,4914
Ellis OK,OK,500,100,4150
Garfield OK,OK,1400,200,63091
Garvin OK,OK,701,500,27561
Grady OK,OK,1101,1700,53854
Grant OK,OK,500,100,4501
Greer OK,OK,400,300,6151
Harmon OK,OK,400,300,2798
Harper OK,OK,500,100,3812
Haskell OK,OK,300,700,12896
Hughes OK,OK,1501,600,13806
Jackson OK,OK,400,300,25998
Jefferson OK,OK,602,400,6292
Johnston OK,OK,702,500,11103
Kay OK,OK,1400,200,45478
Kingfisher OK,OK,500,100,15532
Kiowa OK,OK,400,300,9336
Latimer OK,OK,300,700,10693
Le Flore OK,OK,300,700,49761
Lincoln OK,OK,1102,1600,34619
Logan OK,OK,1102,1600,45276
Love OK,OK,701,500,9773
Major OK,OK,500,100,7750
Marshall OK,OK,702,500,16182
Mayes OK,OK,100,900,40816
McClain OK,OK,1101,1700,37313
McCurtain OK,OK,300,700,33050
McIntosh OK,OK,1302,800,20088
Murray OK,OK,701,500,13803
Muskogee OK,OK,1302,800,69966
Noble OK,OK,1400,200,11494
Nowata OK,OK,100,900,10524
Okfuskee OK,OK,1501,600,12186
Oklahoma OK,OK,1001,1301,34499.416
Oklahoma OK,OK,1001,1302,73113.343
Oklahoma OK,OK,1001,1400,3734.94
Oklahoma OK,OK,1002,1301,124275.518
Oklahoma OK,OK,1002,1400,31990.619
Oklahoma OK,OK,1003,1301,45502.722
Oklahoma OK,OK,1003,1400,94585.783
Oklahoma OK,OK,1004,1301,11158.973
Oklahoma OK,OK,1004,1400,109019.093
Oklahoma OK,OK,1005,1301,7481.608
Oklahoma OK,OK,1005,1302,105440.886
Oklahoma OK,OK,1005,1400,11911.718
Oklahoma OK,OK,1006,1301,101292.255
Oklahoma OK,OK,1006,1400,12208.125
Okmulgee OK,OK,1302,800,39095
Osage OK,OK,1204,600,18545.74
Osage OK,OK,1204,1100,6201.791
Osage OK,OK,1601,600,23233.469
Ottawa OK,OK,100,900,32105
Pawnee OK,OK,1601,600,16401
Payne OK,OK,1501,600,80264
Pittsburg OK,OK,300,700,44626
Pontotoc OK,OK,701,500,6885.948
Pontotoc OK,OK,702,500,31119.052
Pottawatomie OK,OK,1101,1600,18932.574
Pottawatomie OK,OK,1102,1302,66.183
Pottawatomie OK,OK,1102,1600,52812.243
Pushmataha OK,OK,300,700,11125
Roger Mills OK,OK,400,300,3761
Rogers OK,OK,100,1000,27573.376
Rogers OK,OK,1301,1000,62241.624
Seminole OK,OK,1501,600,25421
Sequoyah OK,OK,200,800,41358
Stephens OK,OK,602,400,44493
Texas OK,OK,500,100,21853
Tillman OK,OK,602,400,7628
Tulsa OK,OK,1201,1100,205962.247
Tulsa OK,OK,1201,1200,2.087
Tulsa OK,OK,1202,1100,99702.201
Tulsa OK,OK,1202,1200,101374.791
Tulsa OK,OK,1203,1100,68344.537
Tulsa OK,OK,1203,1200,52121.565
Tulsa OK,OK,1204,1100,28342.203
Tulsa OK,OK,1204,1200,73748.368
Wagoner OK,OK,1301,1000,54584.99
Wagoner OK,OK,1302,1000,21117.01
