cntyname,State,PUMA,Pop10,Pop14
Clark WA,WA,2102,137813,146121.702
Clark WA,WA,2200,159359,168966.703
Ashland WI,WI,100,16157,16103
Bayfield WI,WI,100,15014,14985
Burnett WI,WI,100,15457,15328
Douglas WI,WI,100,44159,43698
Iron WI,WI,100,5916,5917
Price WI,WI,100,14159,13675
Rusk WI,WI,100,14755,14333
Sawyer WI,WI,100,16557,16437
Taylor WI,WI,100,20689,20540
Washburn WI,WI,100,15911,15694
Brown WI,WI,200,103986,107618.279
Brown WI,WI,300,144021,149051.721
Outagamie WI,WI,300,5,5.15
Barron WI,WI,400,45870,45455
Clark WI,WI,400,34690,34423
Dunn WI,WI,400,43857,44305
Polk WI,WI,400,44205,43437
St. Croix WI,WI,400,84345,86759
Chippewa WI,WI,500,62415,63460
Eau Claire WI,WI,500,98736,101564
Adams WI,WI,600,20875,20215
Forest WI,WI,600,9304,9127
Juneau WI,WI,600,26664,26395
Langlade WI,WI,600,19977,19410
Lincoln WI,WI,600,28743,28493
Oneida WI,WI,600,35998,35563
Portage WI,WI,600,70019,70482
Vilas WI,WI,600,21430,21398
Wood WI,WI,600,74749,73608
Buffalo WI,WI,700,13587,13188
Crawford WI,WI,700,16644,16392
Jackson WI,WI,700,20449,20652
Monroe WI,WI,700,44673,45379
Pepin WI,WI,700,7469,7335
Pierce WI,WI,700,41019,40958
Trempealeau WI,WI,700,28816,29509
Vernon WI,WI,700,29773,30362
Grant WI,WI,800,51208,51829
Green WI,WI,800,36842,37063
Iowa WI,WI,800,23687,23825
Lafayette WI,WI,800,16836,16853
Richland WI,WI,800,18021,17662
La Crosse WI,WI,900,114638,118011
Columbia WI,WI,1000,56833,56615
Dodge WI,WI,1000,88759,88574
Sauk WI,WI,1000,61976,63379
Dane WI,WI,1100,227088,240213.863
Dane WI,WI,1200,260985,276070.137
Door WI,WI,1300,27785,27766
Florence WI,WI,1300,4423,4481
Kewaunee WI,WI,1300,20574,20444
Manitowoc WI,WI,1300,81442,80160
Marinette WI,WI,1300,41749,41298
Oconto WI,WI,1300,37660,37417
Fond du Lac WI,WI,1400,101633,101759
Green Lake WI,WI,1400,19051,18836
Marquette WI,WI,1400,15404,15050
Menominee WI,WI,1400,4232,4522
Shawano WI,WI,1400,41949,41579
Waupaca WI,WI,1400,52410,52066
Waushara WI,WI,1400,24496,24178
Calumet WI,WI,1500,48971,49491
Outagamie WI,WI,1500,176690,182000.85
Winnebago WI,WI,1500,166994,169511
Marathon WI,WI,1600,134063,135780
Jefferson WI,WI,1700,83686,84395
Walworth WI,WI,1700,102228,103527
Kenosha WI,WI,1800,166426,168068
Racine WI,WI,1900,195408,195163
Milwaukee WI,WI,2001,166484,168007.192
Milwaukee WI,WI,2002,135891,137134.291
Milwaukee WI,WI,2003,130515,131709.105
Milwaukee WI,WI,2004,161911,163392.353
Milwaukee WI,WI,2101,111137,112153.813
Milwaukee WI,WI,2102,241797,244009.245
Waukesha WI,WI,2201,154229,156296.642
Waukesha WI,WI,2202,114355,115888.079
Waukesha WI,WI,2203,121307,122933.279
Ozaukee WI,WI,2300,86395,87470
Washington WI,WI,2300,131887,133251
Rock WI,WI,2400,160331,161188
Sheboygan WI,WI,2500,115507,115290
Brooke WV,WV,100,24069,23530
Hancock WV,WV,100,30676,30112
Marshall WV,WV,100,33107,32416
Ohio WV,WV,100,44443,43328
Wetzel WV,WV,100,16583,15988
Doddridge WV,WV,200,8202,8391
Harrison WV,WV,200,69099,68761
Marion WV,WV,200,56418,56803
Taylor WV,WV,200,16895,17069
Monongalia WV,WV,300,96189,103463
Preston WV,WV,300,33520,33788
Berkeley WV,WV,400,104169,110497
Grant WV,WV,400,11937,11687
Hampshire WV,WV,400,23964,23483
Hardy WV,WV,400,14025,13923
Jefferson WV,WV,400,53498,55713
Mineral WV,WV,400,28212,27578
Morgan WV,WV,400,17541,17453
Pendleton WV,WV,400,7695,7371
Barbour WV,WV,500,16589,16766
Braxton WV,WV,500,14523,14463
Gilmer WV,WV,500,8693,8618
Lewis WV,WV,500,16372,16414
Randolph WV,WV,500,29405,29429
Tucker WV,WV,500,7141,6927
Upshur WV,WV,500,24254,24731
Calhoun WV,WV,600,7627,7513
Jackson WV,WV,600,29211,29126
Kanawha WV,WV,600,1,0.985
Pleasants WV,WV,600,7605,7634
Ritchie WV,WV,600,10449,10011
Roane WV,WV,600,14926,14664
Tyler WV,WV,600,9208,9098
Wirt WV,WV,600,5717,5845
Wood WV,WV,600,86956,86237
Cabell WV,WV,700,96319,97109
Mason WV,WV,700,27324,27016
Boone WV,WV,800,24629,23714
Clay WV,WV,800,9386,8941
Kanawha WV,WV,800,193062,190222.015
Putnam WV,WV,800,55486,56770
Fayette WV,WV,900,46039,45132
Greenbrier WV,WV,900,35480,35450
Nicholas WV,WV,900,26233,25827
Pocahontas WV,WV,900,8719,8662
Webster WV,WV,900,9154,8834
Monroe WV,WV,1000,13502,13582
Raleigh WV,WV,1000,78859,78241
Summers WV,WV,1000,13927,13417
McDowell WV,WV,1100,22113,20448
Mercer WV,WV,1100,62264,61785
Wyoming WV,WV,1100,23790,22592.302
Lincoln WV,WV,1200,21720,21561
Logan WV,WV,1200,36743,35348
Mingo WV,WV,1200,26839,25716
Wayne WV,WV,1200,42481,41122
Wyoming WV,WV,1200,6,5.698
Lincoln WY,WY,100,18106,18567
Park WY,WY,100,28205,28989
Sublette WY,WY,100,10247,10057
Sweetwater WY,WY,100,43806,45010
Teton WY,WY,100,21294,22930
Uinta WY,WY,100,21118,20904
Carbon WY,WY,200,15885,15854
Fremont WY,WY,200,40123,40703
Natrona WY,WY,200,75450,81624
Big Horn WY,WY,300,11668,11930
Campbell WY,WY,300,46133,48320
Converse WY,WY,300,13833,14097
Crook WY,WY,300,7083,7248
Goshen WY,WY,300,13249,13514
Hot Springs WY,WY,300,4812,4816
Johnson WY,WY,300,8569,8573
Niobrara WY,WY,300,2484,2463
Platte WY,WY,300,8667,8799
Sheridan WY,WY,300,29116,30032
Washakie WY,WY,300,8533,8322
Weston WY,WY,300,7208,7201
Albany WY,WY,400,36299,37811
Laramie WY,WY,400,91738,96389
